room_type,neighbourhood,minimum_nights,calculated_host_listings_count,availability_365,price
0,32,2,1,189,110
1,15,1,2,168,2500
1,11,3,2,126,235
0,28,1,4,2,80
1,25,1,1,0,150
1,12,3,1,0,239
1,12,2,1,0,120
1,25,2,1,321,450
1,6,3,1,28,100
1,11,3,1,0,150
0,8,1,1,0,116
1,9,7,1,241,149
0,14,5,1,5,66
1,20,2,1,0,200
0,30,3,1,178,125
0,28,1,1,0,100
1,48,5,1,317,180
0,12,6,2,0,52
1,24,2,1,0,150
0,34,2,2,0,44
1,54,5,2,0,99
1,54,3,1,333,95
0,21,2,1,5,50
1,15,1,1,0,180
1,14,3,1,5,200
0,124,2,1,24,28
0,30,2,1,0,70
1,4,3,1,82,250
0,12,1,1,0,135
1,28,30,29,265,105
0,2,7,1,0,52
1,2,2,1,0,150
1,77,3,1,37,700
1,11,2,1,0,150
1,52,2,1,0,250
0,21,5,1,0,50
1,123,1,1,179,750
0,45,2,1,294,105
0,6,7,5,216,75
1,22,4,1,0,55
1,7,30,23,364,195
1,111,18,2,38,95
0,100,2,1,41,78
0,81,2,2,346,40
0,6,2,5,171,58
1,70,4,1,273,70
0,2,2,1,63,90
0,30,4,5,16,79
1,1,30,33,365,175
1,90,30,1,191,75
1,19,2,1,132,150
0,45,2,1,110,60
1,19,1,1,0,125
0,11,1,1,0,110
1,23,2,1,12,275
1,52,7,1,0,195
0,1,1,4,346,399
1,5,30,50,317,111
1,25,2,1,48,120
0,6,2,1,134,60
1,2,3,1,0,100
0,54,4,4,62,50
0,5,1,1,0,100
0,7,5,1,0,100
1,12,2,1,25,129
0,7,1,1,0,100
0,30,1,6,90,88
1,26,2,1,0,150
1,43,2,327,237,470
0,6,1,1,0,30
1,46,1,2,324,179
0,12,2,1,249,65
1,41,4,6,0,150
1,46,3,2,336,170
0,2,1,4,365,65
0,2,4,1,0,45
0,54,7,9,152,35
1,7,2,3,44,285
1,147,2,1,0,62
1,73,30,1,353,224
1,5,2,1,0,120
2,4,2,9,11,65
1,52,14,1,38,149
1,90,2,1,0,86
1,1,6,1,31,90
0,49,3,1,0,50
1,26,1,1,0,75
1,1,30,5,318,95
1,2,30,1,94,120
1,2,2,1,213,100
1,99,1,1,14,85
0,43,7,1,157,130
0,31,5,2,0,30
0,83,30,37,32,35
0,7,7,47,362,99
1,28,30,49,341,138
0,12,4,1,89,200
0,12,5,1,0,85
0,22,3,1,89,65
0,13,5,1,69,85
0,87,1,1,0,75
1,19,2,1,0,173
1,5,2,327,137,245
1,68,2,1,0,175
0,23,1,4,249,70
2,114,1,8,365,28
1,8,1,6,320,199
0,30,5,1,255,65
1,13,4,1,0,120
0,4,120,1,173,39
1,11,1,1,0,160
1,2,5,1,257,135
0,2,14,1,0,36
0,22,3,1,248,135
0,34,1,1,98,49
1,15,2,1,6,150
0,8,3,2,0,179
0,30,2,1,0,75
1,6,30,3,140,98
1,11,2,1,270,1799
0,15,5,1,0,85
0,11,2,3,15,126
1,15,3,1,3,93
0,2,5,1,0,40
1,12,24,1,27,75
0,52,6,1,0,150
1,6,30,1,251,72
1,96,4,1,74,149
0,66,3,5,365,40
2,21,30,6,324,29
1,43,29,96,1,179
1,117,2,2,275,200
0,6,1,3,313,60
1,8,5,1,0,220
1,2,3,3,199,177
1,1,30,65,364,234
0,31,1,1,105,60
1,19,1,1,240,139
2,4,2,9,5,49
0,6,1,15,307,55
1,7,30,7,353,190
0,12,14,1,277,20
0,21,1,5,324,100
0,19,4,2,8,140
1,52,2,1,90,195
0,12,3,1,0,300
1,8,4,1,207,190
1,12,3,1,31,94
0,8,4,1,0,61
1,6,2,2,0,160
0,145,2,1,169,120
1,4,2,1,0,130
0,21,1,1,0,40
0,12,1,1,0,100
1,8,2,1,6,160
0,2,3,2,0,70
0,54,2,2,0,47
1,19,2,1,0,160
1,32,4,1,0,130
1,177,2,1,27,140
1,53,1,2,0,265
1,11,4,1,35,199
1,15,3,3,124,325
1,7,30,18,365,534
1,3,2,1,0,115
1,7,5,1,0,227
1,7,1,1,16,150
0,85,1,3,269,55
1,39,2,1,129,78
0,12,3,1,67,95
1,6,2,2,237,120
1,56,2,2,56,160
1,19,30,2,358,1500
0,2,1,2,86,69
1,7,30,232,338,385
1,208,3,1,0,150
0,12,3,1,0,85
0,21,2,1,0,55
1,1,2,1,364,450
1,2,3,1,16,200
0,162,3,1,48,37
1,12,4,1,0,95
0,9,2,1,28,90
0,12,2,2,15,59
1,7,30,87,358,256
0,12,4,1,0,42
1,11,2,1,222,250
1,7,30,96,255,180
1,15,2,1,0,112
1,64,4,1,0,160
1,34,2,1,37,135
0,23,2,2,68,90
1,178,1,1,170,110
1,25,5,1,244,95
0,110,4,7,322,33
1,12,3,1,364,175
1,6,1,1,0,50
1,28,1,1,49,199
1,54,3,1,2,65
0,1,1,11,180,425
0,12,1,1,0,80
1,52,1,1,185,323
1,12,3,1,167,600
1,12,30,1,32,95
1,23,3,2,0,199
1,98,1,1,168,150
1,12,3,1,0,98
0,41,1,1,0,50
1,19,3,1,0,110
1,19,2,1,180,340
1,19,3,1,0,150
1,12,14,1,31,250
1,64,4,1,225,225
0,129,1,4,335,60
0,21,7,1,0,40
1,15,2,1,272,80
0,30,3,1,139,25
1,24,1,1,0,110
0,79,10,1,0,28
1,43,2,327,271,248
1,5,30,49,330,350
1,45,3,1,25,125
0,22,3,2,27,50
1,11,2,1,0,250
1,28,4,1,0,200
0,22,3,2,335,75
0,2,2,1,0,65
1,22,2,2,20,125
1,6,5,1,0,150
0,12,3,1,0,70
2,2,1,1,0,60
1,28,2,1,0,400
1,19,5,1,0,60
1,26,3,1,0,187
0,56,2,1,282,87
1,7,3,1,199,599
1,12,1,1,153,79
0,80,1,2,8,40
1,152,1,7,68,175
1,19,3,1,88,350
1,139,3,1,0,160
1,38,10,1,0,170
0,49,1,1,198,59
1,8,4,1,157,150
0,21,4,1,0,65
0,21,4,1,0,150
1,41,1,1,364,1000
1,4,1,3,178,150
1,6,2,1,14,185
0,56,3,1,23,70
0,6,2,3,365,70
0,56,1,1,172,100
1,23,3,1,64,280
1,3,1,1,0,350
1,7,1,1,180,330
0,43,3,1,83,80
1,54,1,1,0,650
0,70,7,13,247,35
0,6,60,1,365,35
1,8,10,1,0,250
0,45,1,4,87,90
0,73,1,1,23,800
0,117,1,1,0,50
0,25,1,2,0,70
0,1,1,1,0,86
1,2,6,1,0,125
1,45,3,1,0,170
0,19,4,1,0,130
0,87,1,2,355,65
0,21,3,3,1,125
1,10,10,1,115,390
1,28,2,3,0,200
1,23,1,1,0,200
1,29,1,1,232,200
0,2,3,1,199,110
0,1,4,1,76,250
0,6,7,2,82,88
1,81,2,1,34,400
0,2,2,1,0,55
1,16,10,1,0,94
0,15,14,2,0,40
0,6,2,3,12,80
0,3,2,1,0,63
0,12,1,1,29,138
2,30,1,1,0,60
0,6,5,1,0,60
1,8,10,1,0,295
0,112,1,3,244,48
0,12,2,2,7,90
2,21,1,2,365,47
1,25,2,1,0,125
0,158,2,5,61,55
1,21,2,1,0,149
1,21,5,1,1,65
0,2,7,2,321,98
0,6,2,34,312,49
0,2,3,2,0,60
1,181,3,1,23,60
0,6,2,2,32,70
0,15,2,2,0,88
2,26,2,2,326,39
0,3,1,11,365,199
1,10,1,1,0,200
0,6,1,1,0,80
1,21,1,1,0,150
1,28,2,1,354,175
0,33,3,1,0,60
0,6,1,2,224,45
1,8,2,1,0,144
0,30,2,1,0,78
0,100,4,4,37,40
1,43,2,1,11,270
1,1,30,65,249,235
1,23,2,1,37,140
1,7,3,1,341,320
1,11,5,1,310,325
0,56,2,1,204,60
1,23,3,1,0,140
0,3,2,4,347,100
0,144,3,1,126,34
1,12,4,2,170,400
0,30,1,5,84,75
0,28,7,3,0,100
1,8,1,1,70,95
1,27,1,1,0,150
1,10,2,3,92,300
0,102,1,2,179,300
1,8,5,1,24,135
0,19,1,1,0,85
1,32,1,1,0,230
1,14,30,121,184,109
1,15,7,1,0,65
0,44,30,23,332,42
1,19,4,1,14,220
1,28,6,1,0,119
0,39,7,2,90,70
1,15,2,1,72,75
0,117,1,1,0,30
1,7,1,1,0,150
1,6,3,1,219,66
1,19,3,1,0,249
1,56,3,2,365,150
1,29,3,1,0,130
0,33,1,1,0,40
1,26,2,1,191,150
0,44,4,1,157,37
0,49,2,1,0,50
0,79,5,2,282,68
0,6,1,3,137,75
1,4,2,1,185,220
1,28,1,1,0,150
0,20,2,1,0,120
1,6,3,1,364,300
1,3,3,1,364,229
1,2,3,1,15,110
0,70,7,13,98,42
1,6,2,1,0,80
1,12,4,4,5,275
1,12,3,2,0,300
1,8,90,2,90,250
1,12,1,1,0,157
0,4,2,6,173,90
1,19,1,4,51,215
1,11,7,1,365,400
1,14,2,1,6,200
0,8,5,1,0,55
0,6,31,1,0,38
2,19,1,2,0,79
1,4,1,1,20,170
0,6,2,1,0,49
1,3,30,2,43,95
1,8,4,1,0,200
1,68,5,1,0,150
1,19,10,1,0,115
0,12,3,1,0,60
0,26,2,1,0,76
1,28,30,91,342,125
1,13,3,1,257,239
1,68,2,1,0,240
1,144,2,1,48,92
0,79,2,1,0,90
1,1,3,1,337,650
1,43,29,96,343,215
1,44,15,1,22,75
1,53,4,1,0,170
0,19,4,1,365,129
1,147,2,1,139,130
1,23,30,5,193,180
0,205,1,1,89,65
1,43,2,327,348,228
1,27,2,1,173,250
1,1,5,1,298,325
0,121,2,6,254,25
0,11,5,1,0,106
1,16,3,1,0,100
0,15,3,2,359,79
1,1,30,1,108,225
0,56,5,1,0,57
1,8,1,6,337,190
1,6,3,3,11,145
0,2,1,1,0,70
1,11,7,1,0,129
0,22,3,1,0,22
1,43,2,327,349,229
0,181,2,2,353,47
1,12,28,1,80,130
0,0,2,1,245,50
1,6,2,1,0,180
1,63,1,1,83,90
1,8,7,1,0,250
2,6,30,10,341,34
1,20,2,1,22,125
1,43,3,1,0,350
1,8,30,12,310,250
0,8,6,1,219,95
0,73,1,1,178,25
0,69,1,1,280,50
0,87,1,10,112,85
0,79,2,1,0,30
1,12,30,6,304,185
1,139,3,1,152,250
1,28,3,1,0,100
0,43,15,3,313,100
0,15,20,1,38,60
1,79,2,1,266,135
0,23,1,1,0,85
1,16,3,1,0,125
1,53,30,11,328,190
0,107,5,2,96,50
0,8,1,2,131,182
0,56,1,1,17,55
1,7,30,20,332,130
1,19,2,1,0,350
1,6,1,1,25,90
1,31,2,1,294,150
0,6,1,1,0,70
0,0,5,1,0,45
0,21,2,1,0,48
0,21,4,1,0,45
1,56,1,2,96,95
1,7,2,1,0,250
0,21,15,1,0,35
0,21,2,2,292,50
2,64,1,4,103,70
1,28,30,12,13,130
1,1,30,39,188,400
0,8,1,1,0,70
1,1,29,31,327,155
1,21,30,1,26,67
1,24,4,1,41,145
1,6,15,1,146,150
0,54,2,2,190,60
0,71,1,15,336,100
0,12,2,1,0,75
0,25,4,1,8,74
0,56,1,1,0,60
0,71,2,1,8,949
1,6,1,1,37,83
1,8,29,8,0,136
0,2,3,1,138,101
0,21,30,4,326,50
0,12,7,1,0,60
1,13,5,1,26,150
0,21,2,1,1,99
1,77,1,1,0,250
1,28,4,1,337,350
1,19,1,1,355,290
1,7,30,232,330,285
1,1,30,4,362,200
1,6,3,1,6,215
0,37,1,6,138,80
1,12,1,1,210,190
0,19,1,5,30,99
0,100,2,1,180,88
1,7,1,1,261,300
1,43,1,1,0,200
1,126,1,1,316,105
1,39,6,1,10,100
0,15,4,4,261,55
1,12,5,1,0,200
0,12,2,1,0,65
0,2,2,1,0,51
1,21,5,1,0,70
0,19,3,1,72,75
1,103,4,1,203,100
1,14,1,2,0,220
0,23,2,1,46,98
1,99,3,1,285,155
0,6,30,1,1,38
1,28,30,87,347,169
0,30,2,2,336,65
1,20,30,1,0,300
0,87,2,3,0,65
1,1,1,1,0,200
1,43,1,1,45,205
0,12,21,1,0,55
1,45,25,1,0,75
0,28,3,3,15,129
0,4,1,1,4,69
1,64,1,1,328,418
1,7,3,1,0,175
0,12,3,1,0,60
0,21,2,4,325,35
1,56,2,1,0,90
1,21,2,1,0,108
0,28,4,1,0,100
1,12,4,1,0,200
0,8,2,1,0,150
1,1,2,1,0,450
0,2,3,1,359,86
1,26,1,1,0,210
0,25,1,1,358,125
0,54,1,8,189,95
0,12,2,1,0,75
0,183,14,5,281,45
1,9,2,1,160,105
1,45,14,1,0,60
1,44,3,2,47,60
1,27,30,1,0,200
1,101,30,1,0,600
1,1,5,1,207,549
1,8,30,25,341,280
1,15,20,1,0,94
0,84,4,2,307,38
1,15,2,2,311,120
1,21,1,2,81,220
1,6,30,3,332,150
1,7,1,1,0,175
1,18,5,3,271,99
1,26,2,1,11,131
1,7,45,12,267,150
2,144,1,1,11,22
1,159,1,1,90,425
1,25,3,1,209,80
0,21,1,1,364,40
0,2,2,1,0,125
1,12,25,1,0,175
1,2,4,1,0,120
0,14,2,1,33,100
0,21,2,1,54,40
0,15,1,2,288,59
1,16,20,1,149,299
0,15,2,2,0,65
0,12,5,1,0,80
1,12,7,1,0,199
0,12,10,1,0,75
0,71,1,13,358,100
0,90,1,2,0,29
1,39,3,2,319,100
0,24,1,1,0,35
0,45,3,6,1,200
1,36,2,1,0,180
0,12,10,1,0,80
1,6,7,1,0,295
1,7,2,1,65,185
1,19,2,1,0,99
1,26,1,1,265,349
0,4,14,2,36,59
1,7,1,1,64,170
1,6,2,1,0,110
1,77,3,1,0,250
0,20,3,1,287,91
1,12,7,1,5,250
1,23,3,1,0,250
1,6,3,1,0,88
1,6,2,1,0,175
1,123,1,1,19,245
0,6,2,2,189,65
0,29,2,1,0,55
1,6,2,1,297,175
0,21,1,1,262,70
1,12,4,1,0,99
0,24,2,1,0,42
0,8,3,1,58,125
1,7,1,4,292,525
0,31,3,1,90,100
1,4,4,1,0,150
0,22,1,1,260,90
0,12,1,6,325,75
0,6,2,2,9,70
1,6,2,1,0,98
1,43,29,96,322,167
1,5,2,1,27,460
0,72,2,1,0,38
0,7,3,3,85,140
1,12,3,2,0,190
1,96,3,1,356,130
0,1,3,12,365,799
1,6,1,3,347,250
1,2,1,1,0,120
1,39,3,1,0,110
2,2,20,1,0,37
1,54,4,1,241,190
1,19,2,1,188,200
1,105,1,1,0,149
1,12,1,1,39,125
1,24,5,1,0,98
0,21,1,2,178,69
0,20,1,2,0,99
0,30,2,1,213,100
0,6,1,1,0,50
0,2,1,1,21,60
1,18,30,2,8,175
0,20,2,1,0,70
1,12,2,1,22,450
1,8,1,1,0,150
0,18,1,9,324,100
0,21,1,4,89,65
0,6,4,1,137,95
1,14,7,1,0,220
1,23,3,1,36,180
0,2,1,2,365,125
1,14,2,1,0,275
1,2,30,4,0,300
1,113,3,2,35,275
0,20,5,1,0,50
0,21,30,1,0,40
0,2,1,3,350,140
1,26,2,1,0,175
0,13,1,1,0,145
0,64,2,1,0,70
0,14,1,5,292,85
1,2,3,2,116,115
0,49,1,1,0,100
1,32,3,1,0,132
0,4,1,4,106,79
1,8,11,1,249,195
1,2,5,1,0,150
0,56,1,4,252,55
1,36,5,1,0,235
0,71,90,5,316,105
1,12,4,1,0,55
0,4,2,1,8,65
0,6,1,4,328,59
1,1,30,14,343,220
1,19,5,1,0,161
0,46,1,3,157,39
1,43,30,1,146,130
1,6,1,1,0,110
0,12,2,2,5,60
1,33,5,1,33,215
1,49,3,1,324,150
1,183,2,1,105,70
0,144,3,4,75,58
0,202,1,5,325,45
0,7,3,1,7,88
0,79,3,1,0,47
1,5,30,232,326,305
1,15,3,2,0,65
0,28,1,1,147,120
1,12,2,1,275,250
1,52,2,1,10,258
1,83,9,1,362,110
1,28,2,1,0,280
1,3,4,1,165,124
1,6,3,2,41,200
1,6,2,1,66,250
1,68,5,1,145,499
0,12,15,2,1,55
1,28,1,1,0,180
0,21,2,1,0,115
0,34,2,1,0,80
1,7,1,1,347,175
1,11,5,1,0,150
0,75,1,1,22,70
1,26,29,121,364,239
0,21,5,1,0,45
0,19,2,1,0,70
0,21,3,3,13,55
1,1,30,65,310,225
1,8,30,11,0,2000
1,64,2,1,0,145
2,4,2,9,3,49
1,1,2,13,268,672
1,5,5,1,179,145
1,30,2,1,0,80
1,28,3,1,7,99
0,21,14,1,0,40
0,6,1,3,0,49
0,12,1,1,0,90
1,17,5,1,87,110
1,21,4,1,188,175
1,29,5,1,28,160
0,4,365,1,0,65
0,2,2,1,27,70
0,25,1,1,342,70
0,6,7,1,68,72
0,28,19,10,285,49
1,15,7,1,178,75
1,8,2,1,0,550
1,19,1,2,120,130
1,28,2,1,338,150
1,6,4,1,5,69
1,1,2,1,86,350
0,23,2,1,0,70
1,11,6,4,313,1100
0,12,2,2,0,98
0,2,3,1,0,55
1,2,3,1,256,220
0,12,1,7,343,49
1,6,3,3,237,89
1,28,7,1,0,135
1,7,3,1,3,160
0,12,4,1,0,75
0,6,30,27,0,42
1,2,2,1,14,95
0,2,1,1,0,36
0,6,1,2,0,90
1,7,6,1,266,163
1,56,7,1,82,140
1,16,7,1,291,150
0,6,2,3,0,40
0,12,4,1,96,60
0,44,1,2,74,70
1,40,2,2,279,189
0,8,1,1,60,90
1,8,1,1,0,150
0,49,1,1,80,96
1,19,30,1,74,211
0,21,2,1,0,51
1,12,4,2,0,200
0,15,7,1,0,31
0,28,10,1,34,99
1,56,1,1,8,100
0,103,4,1,355,49
1,62,2,1,117,142
1,12,2,1,239,190
0,23,1,1,58,150
1,77,3,1,282,600
1,96,2,1,9,130
0,59,2,4,365,65
1,90,4,1,0,100
1,14,4,1,1,450
1,12,30,1,0,180
1,33,2,1,26,170
1,7,30,39,351,145
1,6,3,1,259,225
1,7,4,1,0,175
1,29,2,1,0,115
0,2,7,2,332,65
1,45,1,1,0,80
0,30,3,2,117,53
0,22,2,2,60,65
1,43,3,1,243,360
0,6,3,1,0,46
0,44,30,23,208,42
2,44,30,4,6,27
0,6,2,1,328,120
1,6,3,1,63,113
1,46,5,1,44,127
1,7,1,1,52,220
1,100,2,1,240,59
1,2,4,1,53,175
0,6,1,2,257,48
1,71,3,1,0,185
0,20,1,1,0,70
1,19,1,1,0,250
0,4,1,2,6,43
1,14,1,1,364,385
1,11,2,1,3,170
1,8,30,1,3,110
1,17,4,1,188,250
1,1,4,1,0,259
1,12,3,1,271,250
1,71,30,121,363,230
0,12,2,1,0,70
0,22,5,1,0,55
1,29,4,1,0,200
1,25,3,1,4,70
1,71,30,232,14,219
0,20,1,1,341,85
0,21,1,26,250,45
1,21,2,1,341,190
1,28,2,1,0,140
0,23,5,3,20,90
1,81,2,2,140,188
1,28,3,1,0,105
0,3,20,1,72,50
1,56,7,1,0,99
0,23,28,1,0,125
1,2,1,1,0,170
0,58,2,13,364,68
1,10,4,1,12,145
1,11,3,1,0,145
0,31,3,3,65,65
2,7,1,6,24,70
1,71,30,5,171,129
1,12,3,1,14,380
1,12,4,1,0,125
0,34,1,1,146,65
1,12,1,1,0,130
1,77,30,232,295,291
1,8,30,34,274,205
0,54,3,1,129,50
1,1,2,1,149,255
1,1,30,121,189,199
1,79,30,2,51,159
0,43,1,1,0,115
0,54,1,3,66,35
0,15,1,1,0,45
1,76,30,1,282,76
1,12,1,1,43,305
0,12,5,2,307,75
0,19,2,1,0,120
1,4,7,1,56,140
0,60,120,2,229,130
0,15,2,1,14,45
0,12,1,2,0,60
1,8,4,1,0,200
0,25,1,1,0,69
0,6,2,34,330,55
0,79,1,1,0,65
0,25,14,1,0,35
0,13,90,1,101,89
2,56,2,2,16,32
0,19,7,1,31,80
0,26,1,1,0,200
1,9,4,2,151,142
1,19,1,1,31,175
0,4,4,1,0,66
0,3,2,1,0,50
0,184,3,1,363,50
0,4,1,1,357,85
1,11,5,1,0,200
1,11,5,1,134,240
1,68,3,2,0,160
0,12,20,2,0,65
1,79,2,2,7,140
0,30,2,1,8,70
0,7,7,47,336,45
0,52,1,2,0,110
0,103,2,2,325,60
1,11,2,1,6,155
0,187,1,1,129,75
1,22,2,1,0,89
1,2,3,1,83,600
0,6,4,1,0,47
0,56,1,1,0,80
1,12,2,1,80,385
1,26,30,91,281,142
1,14,6,1,0,150
1,32,5,1,35,150
1,7,5,1,222,449
0,13,1,1,0,65
1,19,2,1,0,295
0,20,2,2,0,80
1,14,3,1,80,225
1,28,2,2,0,215
0,37,2,1,0,43
1,50,3,1,341,265
0,46,14,2,365,80
1,63,2,1,0,115
1,4,4,1,303,200
1,6,2,1,0,250
1,43,29,96,267,184
2,39,3,12,361,30
0,54,1,1,0,77
0,20,3,28,60,599
1,6,3,1,1,125
1,8,1,1,0,105
1,33,4,1,0,250
1,4,3,1,155,265
1,71,30,232,306,330
1,23,30,7,0,150
0,44,1,2,5,50
0,19,3,1,0,99
0,8,1,3,360,120
1,147,4,1,21,165
0,19,30,1,97,50
0,19,2,3,0,90
1,1,4,1,0,150
1,30,1,1,81,95
1,23,3,2,166,250
0,73,2,1,357,53
1,2,30,1,50,70
1,7,1,1,2,180
1,43,3,1,0,150
0,6,3,5,110,60
1,12,3,1,0,145
0,2,20,1,300,50
0,90,3,1,327,65
0,28,1,1,0,80
1,23,1,1,185,250
0,50,1,1,0,80
1,6,1,1,0,120
0,44,1,1,0,52
1,21,2,2,6,84
1,54,3,1,266,250
1,15,1,1,7,175
1,15,3,2,0,80
1,7,2,1,0,290
1,15,2,3,365,335
1,51,1,1,60,220
0,30,7,1,356,70
0,4,1,2,98,60
1,14,1,1,337,210
1,8,2,1,0,219
0,21,1,1,0,75
1,0,10,1,269,90
0,24,14,4,31,45
1,23,1,2,280,250
0,14,2,3,93,165
1,50,3,1,0,180
1,1,3,12,0,339
0,1,1,2,0,500
0,162,1,3,155,60
0,21,3,1,0,115
1,68,14,1,0,150
0,19,3,3,220,100
1,12,5,1,0,149
1,12,3,1,67,200
0,12,4,1,0,65
1,12,3,1,0,150
1,18,6,1,0,68
1,4,1,1,0,135
0,56,7,1,222,70
0,37,1,8,78,50
1,8,4,1,0,165
1,5,2,1,0,129
0,96,7,1,0,75
0,6,1,1,0,40
0,101,1,7,361,100
0,8,1,4,0,105
0,21,2,1,0,50
1,24,7,1,0,79
1,1,3,49,216,737
1,19,1,1,234,215
0,27,1,1,0,109
1,16,2,1,0,100
1,8,30,1,352,370
0,6,1,5,134,30
2,4,2,9,10,65
1,56,1,1,27,85
0,6,3,2,0,64
0,34,1,8,364,169
0,39,7,1,0,135
1,28,2,1,0,130
1,8,30,8,310,119
0,30,1,1,36,50
1,24,31,1,5,73
0,111,2,3,163,46
1,14,1,1,0,225
1,84,1,3,0,106
0,4,2,1,0,100
2,21,1,1,0,45
1,3,3,1,4,162
0,2,3,1,199,60
0,39,1,1,34,60
1,34,7,1,1,130
0,23,6,1,0,120
1,56,5,1,40,100
0,21,1,1,175,75
0,21,3,2,3,85
0,7,1,2,0,79
0,10,7,4,36,99
1,3,2,1,0,145
1,160,4,1,69,85
0,2,2,1,0,60
1,73,2,1,13,70
1,21,6,1,0,250
1,8,3,1,0,195
0,19,30,1,83,175
0,12,1,5,0,45
0,2,1,3,61,59
1,8,4,1,0,130
1,12,1,1,0,120
1,4,1,3,11,105
0,19,30,9,343,60
1,40,3,1,332,219
0,6,2,2,0,65
1,16,30,2,189,165
1,21,2,1,342,100
0,45,1,4,20,85
0,6,2,4,351,79
0,8,1,3,11,52
0,80,1,2,360,40
0,100,1,4,359,89
1,83,4,1,0,85
0,37,2,1,355,60
0,23,1,3,0,109
0,0,1,1,70,54
1,9,3,1,221,225
0,6,1,1,22,80
1,68,2,1,152,199
0,12,2,2,362,70
1,6,2,2,239,189
1,56,4,1,0,95
0,21,1,1,12,50
0,6,2,1,164,85
1,12,2,1,125,140
0,13,2,1,6,69
1,6,1,1,334,120
1,12,3,1,270,145
0,24,2,1,364,99
0,7,1,5,290,370
1,1,1,1,0,200
1,25,3,1,66,195
0,22,3,1,0,70
0,21,30,6,325,50
0,56,2,1,0,60
1,43,2,327,302,210
0,2,1,1,163,65
1,49,2,2,0,127
1,43,2,327,355,228
0,63,2,5,205,78
1,10,1,1,85,110
0,21,3,2,0,70
0,129,3,9,361,59
0,2,7,1,4,51
1,52,30,91,280,159
0,56,20,3,0,48
0,4,30,9,311,45
0,52,4,2,0,249
0,7,4,1,0,99
0,23,7,1,235,69
0,99,1,1,364,60
1,3,2,1,266,200
0,50,1,3,0,65
1,15,4,1,30,140
1,5,30,91,342,125
0,31,1,3,90,170
0,30,2,1,365,150
2,111,5,8,333,30
0,15,3,1,249,50
0,21,1,7,0,41
0,84,90,2,1,48
0,25,7,2,173,71
2,54,30,7,365,25
1,160,1,1,178,62
1,100,3,2,365,80
1,13,3,1,66,150
2,4,2,9,9,49
0,12,7,1,97,95
0,73,2,2,1,61
0,56,3,1,0,60
1,30,30,34,295,65
1,2,2,1,180,120
0,29,2,1,329,64
1,12,30,1,39,130
0,2,4,2,0,33
0,21,1,1,0,60
0,111,1,3,179,45
1,83,3,2,50,85
1,6,30,2,253,99
1,14,1,1,0,250
0,21,1,1,0,57
1,103,2,1,365,200
1,17,7,2,210,90
0,19,2,1,0,95
0,27,3,2,239,175
0,12,1,1,7,61
0,7,1,2,198,120
1,13,10,1,0,180
0,50,21,3,70,125
1,19,8,1,188,180
2,73,2,8,28,30
1,14,3,1,247,595
1,43,29,327,318,137
1,20,2,1,64,99
1,12,3,1,3,100
1,36,4,2,107,140
1,20,2,1,60,180
0,6,2,1,323,52
1,4,2,1,0,69
1,4,5,1,193,359
0,4,2,2,325,75
2,30,1,1,89,50
0,2,5,5,219,1500
1,15,3,4,315,80
0,6,5,1,0,45
1,75,15,2,365,100
0,154,1,1,364,225
0,126,1,1,137,50
0,6,1,1,89,76
1,68,2,1,10,250
0,12,3,2,0,119
1,8,30,8,90,109
1,12,5,1,327,150
0,30,2,1,24,99
1,4,3,1,62,465
0,6,2,3,0,57
0,21,2,1,34,45
1,23,1,1,256,700
1,12,3,1,12,285
0,6,2,3,365,100
1,2,2,1,0,120
1,112,3,1,0,190
0,2,3,1,333,149
1,22,2,1,0,90
0,30,3,1,191,44
1,68,2,1,0,200
0,2,2,2,0,85
1,15,2,1,18,70
1,14,1,1,0,215
0,73,1,1,0,70
1,16,3,1,0,250
0,12,1,1,0,60
0,25,1,2,0,75
0,28,2,1,90,200
0,2,13,1,0,50
1,29,3,1,329,449
1,20,2,1,0,130
0,6,2,1,0,60
0,4,2,3,10,70
0,31,2,1,126,83
1,2,8,1,166,280
1,30,1,1,0,120
0,6,30,3,365,65
1,12,4,1,0,210
1,6,3,1,253,90
0,6,3,6,178,50
1,1,7,1,344,400
1,12,30,3,295,89
1,44,21,1,0,60
0,111,1,6,364,35
1,19,1,1,35,178
1,6,3,1,338,95
0,1,4,6,357,75
1,12,2,1,229,190
0,81,1,3,236,28
1,23,5,1,0,100
0,82,1,1,0,55
0,12,3,2,0,95
1,37,2,7,70,150
1,172,1,1,344,5000
0,2,1,1,0,37
1,17,2,1,19,154
0,25,7,1,365,60
0,45,1,4,57,80
0,71,3,1,0,136
1,14,120,19,316,93
1,10,31,2,281,150
1,52,6,1,0,220
1,12,2,3,282,495
1,68,3,1,286,1000
2,4,22,1,12,40
1,1,30,96,311,140
0,158,1,1,80,80
1,67,1,1,0,140
1,86,1,3,219,122
0,6,2,7,316,110
0,2,7,1,0,60
0,61,4,1,363,35
0,15,1,1,0,250
0,15,1,2,0,80
0,2,1,3,31,63
1,84,5,3,29,82
1,34,3,1,134,165
0,4,1,1,0,70
1,1,1,1,323,333
0,12,1,1,151,80
0,21,2,1,179,70
1,19,5,1,90,225
0,6,1,1,64,80
1,97,1,1,0,150
1,28,4,2,280,219
1,28,4,1,0,195
1,6,4,1,0,150
1,12,7,1,16,105
0,5,2,1,43,500
1,84,2,1,0,5000
0,6,2,2,0,109
